sequence_id,length,solver,seed,num_variables,qubo_energy,vienna_energy,energy_gap,base_pair_f1,found_ground_state,was_repaired,attribution,runtime_seconds
syn_20_000,20,random,42,10,1.6000000000000005,1.2999999523162842,4.3999998569488525,0.0,False,False,energy model: the reference structure is not the QUBO ground state,0.003194666001945734
syn_20_000,20,random,43,10,0.10000000000000053,-0.5,2.5999999046325684,0.0,False,False,energy model: the reference structure is not the QUBO ground state,0.002738082781434059
syn_20_000,20,random,44,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.002691625151783228
syn_20_000,20,greedy,42,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.0006100409664213657
syn_20_000,20,greedy,43,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.0005716658197343349
syn_20_000,20,greedy,44,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.0005584163591265678
syn_20_000,20,local_search,42,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.04914424987509847
syn_20_000,20,local_search,43,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.051697416696697474
syn_20_000,20,local_search,44,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.04753041686490178
syn_20_000,20,simulated_annealing,42,10,-3.0999999999999943,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.051795000210404396
syn_20_000,20,simulated_annealing,43,10,-3.0999999999999943,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.051596540957689285
syn_20_000,20,simulated_annealing,44,10,-3.0999999999999943,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.05122449994087219
syn_20_000,20,tabu,42,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,10.50316687533632
syn_20_000,20,tabu,43,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,10.504785375203937
syn_20_000,20,tabu,44,10,-3.1,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,10.503948875237256
syn_20_000,20,path_integral_sqa,42,10,-3.0999999999999943,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.99980204179883
syn_20_000,20,path_integral_sqa,43,10,-3.0999999999999943,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.9947572080418468
syn_20_000,20,path_integral_sqa,44,10,-3.0999999999999943,-2.9000000953674316,0.19999980926513672,0.888888888888889,True,False,energy model: the reference structure is not the QUBO ground state,0.9971098331734538
syn_20_001,20,random,42,13,17.8,-1.100000023841858,1.899999976158142,0.0,False,True,optimizer: the solver did not reach the QUBO ground state,0.003806749824434519
syn_20_001,20,random,43,13,7.999999999999999,8.100000381469727,11.100000381469727,0.0,False,False,optimizer: the solver did not reach the QUBO ground state,0.0036095832474529743
syn_20_001,20,random,44,13,2.9,2.299999952316284,5.299999952316284,0.0,False,False,optimizer: the solver did not reach the QUBO ground state,0.0035548750311136246
syn_20_001,20,greedy,42,13,0.0,0.0,3.0,0.0,False,False,optimizer: the solver did not reach the QUBO ground state,0.0007924591191112995
syn_20_001,20,greedy,43,13,0.0,0.0,3.0,0.0,False,False,optimizer: the solver did not reach the QUBO ground state,0.0007811249233782291
syn_20_001,20,greedy,44,13,0.0,0.0,3.0,0.0,False,False,optimizer: the solver did not reach the QUBO ground state,0.0007742089219391346
syn_20_001,20,local_search,42,13,-3.2,-3.0,0.0,1.0,True,False,no failure: all gates passed,0.0996874999254942
syn_20_001,20,local_search,43,13,-3.2,-3.0,0.0,1.0,True,False,no failure: all gates passed,0.10098095797002316
syn_20_001,20,local_search,44,13,-3.2,-3.0,0.0,1.0,True,False,no failure: all gates passed,0.09628325002267957
syn_20_001,20,simulated_annealing,42,13,-3.1999999999986244,-3.0,0.0,1.0,True,False,no failure: all gates passed,0.05321983294561505
syn_20_001,20,simulated_annealing,43,13,-3.1999999999986244,-3.0,0.0,1.0,True,False,no failure: all gates passed,0.05245162500068545
syn_20_001,20,simulated_annealing,44,13,-3.1999999999986244,-3.0,0.0,1.0,True,False,no failure: all gates passed,0.05278162471950054
syn_20_001,20,tabu,42,13,-3.2,-3.0,0.0,1.0,True,False,no failure: all gates passed,10.504096291959286
syn_20_001,20,tabu,43,13,-3.2,-3.0,0.0,1.0,True,False,no failure: all gates passed,10.503797709010541
syn_20_001,20,tabu,44,13,-3.2,-3.0,0.0,1.0,True,False,no failure: all gates passed,10.503845708910376
syn_20_001,20,path_integral_sqa,42,13,-3.1999999999986244,-3.0,0.0,1.0,True,False,no failure: all gates passed,1.5142640839330852
syn_20_001,20,path_integral_sqa,43,13,-3.1999999999986244,-3.0,0.0,1.0,True,False,no failure: all gates passed,1.4951677499338984
syn_20_001,20,path_integral_sqa,44,13,-3.1999999999986244,-3.0,0.0,1.0,True,False,no failure: all gates passed,1.5097854998894036
syn_20_002,20,random,42,18,49.4,9.399999618530273,13.399999618530273,0.4444444444444445,False,True,optimizer: the solver did not reach the QUBO ground state,0.008752167224884033
syn_20_002,20,random,43,18,31.0,5.900000095367432,9.900000095367432,0.0,False,True,optimizer: the solver did not reach the QUBO ground state,0.008523417171090841
syn_20_002,20,random,44,18,17.2,-4.0,0.0,1.0,False,True,optimizer: the solver did not reach the QUBO ground state,0.008498915936797857
syn_20_002,20,greedy,42,18,-2.7,-3.4000000953674316,0.5999999046325684,0.7499999999999999,False,False,optimizer: the solver did not reach the QUBO ground state,0.004369750153273344
syn_20_002,20,greedy,43,18,-2.7,-3.4000000953674316,0.5999999046325684,0.7499999999999999,False,False,optimizer: the solver did not reach the QUBO ground state,0.004384417086839676
syn_20_002,20,greedy,44,18,-2.7,-3.4000000953674316,0.5999999046325684,0.7499999999999999,False,False,optimizer: the solver did not reach the QUBO ground state,0.004337250255048275
